ID,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
A117445,2010-04-17 04:54:24 UTC,-73.986005,40.727239,-73.999692,40.733601,2
A117446,2010-04-11 14:10:09 UTC,-74.002498,40.739594,-73.993574,40.73449,1
A117447,2010-04-24 13:57:04 UTC,-73.977783,40.759188,-73.988349,40.749274,3
A117448,2010-04-23 09:40:12 UTC,-73.965326,40.806205,-74.004555,40.705353,1
A117449,2010-04-14 07:39:03 UTC,-74.005096,40.71886,-73.974838,40.759098,1
A117450,2010-04-23 09:47:44 UTC,-73.97512,40.741446,-73.972916,40.747706,1
A117451,2010-04-20 20:03:33 UTC,-73.954019,40.766327,-73.985472,40.722677,1
A117452,2010-04-20 14:03:16 UTC,-74.005634,40.740317,-73.991914,40.754295,3
A117453,2010-04-20 13:06:00 UTC,-73.9946,40.750533,-73.986655,40.761355,1
A117454,2010-04-21 00:35:01 UTC,-73.981945,40.771024,-73.963271,40.798751,1
A117455,2010-04-23 07:28:47 UTC,-73.9494,40.785453,-73.986816,40.771623,1
A117456,2010-04-24 20:43:29 UTC,-74.000727,40.736529,-73.992467,40.741968,1
A117457,2010-04-16 08:25:46 UTC,-74.001105,40.746329,-73.976648,40.751868,1
A117458,2010-04-13 12:56:02 UTC,-73.978867,40.75081,-73.861627,40.768343,1
A117459,2010-04-13 20:56:06 UTC,-73.993616,40.727418,-73.959609,40.691275,2
A117460,2010-04-16 23:50:14 UTC,-73.980651,40.725104,-73.981271,40.737316,1
A117461,2010-04-14 14:23:01 UTC,-73.976631,40.756595,-73.968808,40.766579,2
A117462,2010-04-20 15:28:05 UTC,-73.956465,40.781121,-73.961122,40.764212,2
A117463,2010-04-13 08:10:20 UTC,-73.925896,40.772395,-73.971137,40.760736,1
A117464,2010-04-22 12:11:58 UTC,-73.983995,40.769695,-73.984361,40.755696,1
A117465,2010-04-18 20:42:50 UTC,-73.988456,40.778541,-73.970666,40.789215,1
A117466,2010-04-20 00:22:09 UTC,-73.966726,40.756905,-73.994975,40.745387,1
A117467,2010-04-20 21:13:34 UTC,-74.009186,40.706142,-73.937149,40.854111,1
A117468,2010-04-24 14:08:00 UTC,-73.989412,40.757958,-73.972608,40.780773,1
A117469,2010-04-18 01:17:57 UTC,-73.981706,40.740999,-73.993959,40.739371,1
A117470,2010-04-25 02:10:02 UTC,-74.006208,40.733728,-73.993618,40.72166,1
A117471,2010-04-19 10:03:13 UTC,-73.980989,40.770816,-73.987971,40.756232,1
A117472,2010-04-17 22:00:37 UTC,-74.006009,40.735754,-73.979461,40.754376,3
A117473,2010-04-12 07:25:09 UTC,-73.99009,40.756768,-73.98318,40.759272,1
A117474,2010-04-22 17:36:12 UTC,-73.999423,40.721857,-74.001252,40.722411,2
A117475,2010-04-18 20:37:06 UTC,-74.013337,40.702216,-73.997498,40.72868,1
A117476,2010-04-17 22:20:58 UTC,-74.005675,40.740488,-73.97843,40.774734,2
A117477,2010-04-17 14:45:59 UTC,-73.979841,40.777845,-73.978625,40.785421,1
A117478,2010-04-11 19:23:52 UTC,-73.970032,40.792258,-73.960923,40.796623,1
A117479,2010-04-19 13:43:50 UTC,-74.005053,40.751595,-73.985384,40.74433,2
A117480,2010-04-13 08:53:38 UTC,-73.965765,40.773049,-73.985481,40.75266,1
A117481,2010-04-15 17:21:17 UTC,-73.997695,40.765178,-74.003167,40.736333,1
A117482,2010-04-19 19:32:10 UTC,-74.005725,40.709067,-73.946527,40.776766,1
A117483,2010-04-17 08:04:22 UTC,-73.971507,40.757753,-73.966023,40.764886,2
A117484,2010-04-11 10:22:05 UTC,-73.988875,40.72313,-73.991668,40.75243,1
A117485,2010-04-22 21:04:43 UTC,-73.873079,40.774084,-73.978537,40.762216,2
A117486,2010-04-24 19:16:18 UTC,-73.968092,40.787088,-73.984614,40.76022,2
A117487,2010-04-16 20:29:55 UTC,-73.977962,40.754899,-74.000111,40.736261,1
A117488,2010-04-24 02:36:31 UTC,-73.96713,40.760936,-73.960231,40.770267,1
A117489,2010-04-22 13:58:59 UTC,-73.978574,40.756876,-73.990183,40.751191,1
A117490,2010-04-12 09:03:38 UTC,-73.955295,40.773328,-73.977635,40.760502,1
A117491,2010-04-16 19:04:07 UTC,-74.007998,40.711825,-73.984478,40.703957,1
A117492,2010-04-14 07:31:06 UTC,-73.995742,40.733402,-73.98199,40.768934,1
A117493,2010-04-13 18:00:11 UTC,-73.987542,40.719983,-73.957496,40.711681,1
A117494,2010-04-12 19:12:22 UTC,-73.962326,40.795099,-73.979745,40.789746,1
A117495,2010-04-14 21:16:17 UTC,-73.957942,40.769632,-73.959104,40.777446,1
A117496,2010-04-18 02:06:27 UTC,-73.984538,40.728627,-73.976227,40.765406,2
A117497,2010-04-21 19:34:26 UTC,-73.976067,40.744603,-73.998477,40.717337,1
A117498,2010-04-15 10:42:16 UTC,-73.954178,40.763977,-73.985557,40.748861,1
A117499,2010-04-16 03:31:00 UTC,-73.971743,40.695733,-73.973732,40.697598,1
A117500,2010-04-24 22:31:20 UTC,-73.991541,40.726811,-73.992919,40.756404,1
A117501,2010-04-21 17:19:50 UTC,-73.968061,40.762449,-73.981619,40.752528,1
A117502,2010-04-19 22:14:16 UTC,-73.984407,40.737932,-73.989137,40.726753,1
A117503,2010-04-21 20:34:04 UTC,-73.999035,40.720197,-73.991665,40.687709,1
A117504,2010-04-11 18:35:43 UTC,-73.998588,40.735078,-73.980668,40.764874,1
A117505,2010-04-12 16:28:38 UTC,-73.971883,40.749598,-73.976498,40.757715,1
A117506,2010-04-15 21:50:16 UTC,-73.963049,40.758267,-73.972158,40.756596,1
A117507,2010-04-25 00:49:48 UTC,-73.979808,40.745985,-73.996722,40.720519,3
A117508,2010-04-21 18:42:47 UTC,-73.984966,40.732442,-74.008271,40.707665,1
A117509,2010-04-24 11:48:43 UTC,-73.965947,40.762247,-73.960803,40.772408,1
A117510,2010-04-24 15:44:28 UTC,-74.006057,40.751168,-74.005275,40.741302,2
A117511,2010-04-24 23:19:59 UTC,-74.0084,40.704375,-74.002749,40.749483,1
A117512,2010-04-14 14:38:23 UTC,-73.952835,40.768089,-73.958139,40.774629,2
A117513,2010-04-19 03:23:42 UTC,-73.973281,40.792853,-73.988228,40.769008,1
A117514,2010-04-14 18:47:04 UTC,-74.005604,40.751025,-73.987083,40.725434,1
A117515,2010-04-14 14:59:02 UTC,-74.005575,40.715193,-73.92479,40.739623,1
A117516,2010-04-16 14:44:05 UTC,-73.968273,40.799493,-73.987319,40.761321,1
A117517,2010-04-22 20:29:24 UTC,-73.985328,40.758537,-73.977035,40.747601,1
A117518,2010-04-22 19:29:38 UTC,-73.964915,40.760004,-73.983201,40.757083,1
A117519,2010-04-17 11:29:52 UTC,-73.958933,40.76809,-73.974762,40.74199,1
A117520,2010-04-24 08:33:02 UTC,-73.98837,40.748761,-73.987927,40.779721,1
A117521,2010-04-20 08:28:49 UTC,-73.988559,40.752339,-73.985682,40.749626,1
A117522,2010-04-18 15:28:51 UTC,-73.958964,40.76394,-73.951336,40.791152,2
A117523,2010-04-21 12:14:45 UTC,-73.954181,40.790265,-73.968419,40.762433,1
A117524,2010-04-18 11:41:16 UTC,-73.975712,40.744603,-73.823441,40.753464,1
A117525,2010-04-23 12:10:22 UTC,-73.983436,40.734406,-73.984166,40.739394,1
A117526,2010-04-13 03:49:00 UTC,-74.006548,40.74424,-73.982198,40.739268,2
A117527,2010-04-19 19:29:32 UTC,-73.984778,40.757017,-74.01115,40.715552,1
A117528,2010-04-18 15:34:31 UTC,-73.87088,40.773676,-73.95647,40.719799,1
A117529,2010-04-24 11:59:30 UTC,-73.949027,40.797155,-73.963175,40.762384,4
A117530,2010-04-13 13:15:58 UTC,-73.988254,40.74929,-73.982813,40.756644,1
A117531,2010-04-17 14:35:51 UTC,-73.989955,40.71962,-73.99348,40.732067,1
A117532,2010-04-13 14:12:57 UTC,-73.986201,40.777725,-73.985574,40.757096,1
A117533,2010-04-16 01:34:00 UTC,-73.969223,40.814065,-73.962833,40.80059,2
A117534,2010-04-24 12:58:37 UTC,-73.973319,40.764352,-73.961949,40.779456,2
A117535,2010-04-12 19:27:57 UTC,-73.970902,40.78342,-73.983774,40.780719,1
A117536,2010-04-12 10:49:27 UTC,-73.863327,40.76903,-73.850355,40.720924,1
A117537,2010-04-18 07:28:07 UTC,-73.942352,40.790576,-73.931723,40.751946,1
A117538,2010-04-14 12:56:12 UTC,-73.993559,40.718109,-73.976894,40.719159,1
A117539,2010-04-14 17:55:25 UTC,-73.987363,40.751801,-73.988858,40.736574,1
A117540,2010-04-24 14:01:48 UTC,-73.999817,40.738511,-74.005863,40.723113,1
A117541,2010-04-21 14:30:32 UTC,-73.994528,40.750234,-73.971195,40.759062,1
A117542,2010-04-21 08:14:47 UTC,-73.966557,40.753025,-73.970389,40.761608,1
A117543,2010-04-16 18:26:14 UTC,-73.992596,40.723766,-74.001187,40.731021,2
A117544,2010-04-23 00:45:40 UTC,-74.003117,40.749258,-73.9599,40.808193,1
A117545,2010-04-13 23:06:31 UTC,-74.007786,40.742755,-73.995136,40.744692,2
A117546,2010-04-20 20:17:42 UTC,-73.979548,40.78437,-73.957551,40.801977,1
A117547,2010-04-20 11:28:30 UTC,-73.95297,40.786783,-73.968814,40.794268,2
A117548,2010-04-11 20:13:59 UTC,-73.985299,40.756845,-73.975261,40.753931,1
A117549,2010-04-22 14:42:24 UTC,-73.970672,40.767495,-73.961706,40.77979,1
A117550,2010-04-17 22:53:56 UTC,-73.973376,40.743689,-74.005998,40.708196,1
A117551,2010-04-22 15:20:56 UTC,-73.958938,40.783346,-73.969026,40.786101,3
A117552,2010-04-18 12:13:03 UTC,-73.994374,40.713201,-73.976196,40.755487,1
A117553,2010-04-14 21:48:17 UTC,-73.986341,40.762683,-73.984593,40.759191,1
A117554,2010-04-15 00:42:55 UTC,-73.98536,40.735817,-73.978869,40.741126,1
A117555,2010-04-21 22:22:16 UTC,-73.997542,40.763851,-73.948972,40.776644,2
A117556,2010-04-13 19:05:00 UTC,-73.996218,40.732248,-73.999622,40.734305,5
A117557,2010-04-25 02:05:15 UTC,-74.002563,40.728926,-74.000052,40.741932,2
A117558,2010-04-12 21:09:45 UTC,-73.967493,40.763228,-73.98288,40.77699,1
A117559,2010-04-12 08:58:11 UTC,-73.990958,40.745595,-74.007852,40.735595,1
A117560,2010-04-21 01:00:15 UTC,-74.005228,40.728507,-74.007894,40.719897,3
A117561,2010-04-18 12:03:53 UTC,-73.952895,40.783238,-73.944023,40.775989,1
A117562,2010-04-14 22:06:53 UTC,-73.991411,40.74502,-73.984926,40.75596,1
A117563,2010-04-19 14:23:00 UTC,-73.963778,40.772047,-73.978928,40.766522,1
A117564,2010-04-12 09:24:23 UTC,-73.984517,40.769616,-73.974772,40.761447,1
A117565,2010-04-16 14:43:59 UTC,-73.983732,40.767591,-73.950377,40.826147,2
A117566,2010-04-13 02:25:00 UTC,-73.983227,40.760662,-73.885345,40.750668,1
A117567,2010-04-18 11:34:40 UTC,-73.989761,40.767848,-73.975506,40.719081,1
A117568,2010-04-12 08:47:09 UTC,-73.977748,40.753862,-73.978875,40.758993,1
A117569,2010-04-11 22:44:02 UTC,-73.787432,40.641372,-73.798609,40.705917,1
A117570,2010-04-11 11:42:07 UTC,-73.961179,40.760653,-73.947693,40.780411,1
A117571,2010-04-22 08:02:22 UTC,-73.972637,40.764583,-73.955833,40.785019,2
A117572,2010-04-15 07:32:02 UTC,-73.978058,40.759199,-73.986873,40.755838,1
A117573,2010-04-21 16:09:59 UTC,-73.961196,40.760871,-73.979916,40.764768,1
A117574,2010-04-13 21:39:44 UTC,-73.978718,40.750142,-73.912547,40.771852,1
A117575,2010-04-18 19:17:31 UTC,-73.990077,40.738092,-73.998722,40.723133,2
A117576,2010-04-23 12:20:24 UTC,-73.977338,40.77934,-73.981999,40.7797,1
A117577,2010-04-24 20:56:39 UTC,-73.980971,40.764173,-73.984311,40.722467,2
A117578,2010-04-14 17:56:56 UTC,-74.016327,40.744062,-74.028965,40.745717,1
A117579,2010-04-22 13:58:28 UTC,-73.966707,40.763799,-73.955136,40.719924,1
A117580,2010-04-17 21:38:00 UTC,-74.007585,40.740848,-74.003502,40.7227,3
A117581,2010-04-14 15:20:38 UTC,-74.006342,40.75135,-73.985244,40.757313,1
A117582,2010-04-15 15:38:49 UTC,-73.963536,40.777095,-73.994678,40.741839,1
A117583,2010-04-11 11:14:30 UTC,-74.009115,40.713304,-74.00078,40.757645,1
A117584,2010-04-21 13:56:10 UTC,-73.994519,40.750624,-73.872958,40.774552,1
A117585,2010-04-12 02:38:11 UTC,-73.982984,40.730745,-73.97479,40.748224,2
A117586,2010-04-11 15:43:26 UTC,-73.94317,40.836529,-73.942765,40.82315,1
A117587,2010-04-24 17:25:21 UTC,-74.009188,40.710878,-73.993924,40.702854,2
A117588,2010-04-15 18:48:10 UTC,-73.960967,40.761626,-73.981351,40.781466,2
A117589,2010-04-24 19:15:39 UTC,-74.004979,40.740798,-73.977069,40.76317,1
A117590,2010-04-14 22:21:12 UTC,-73.979074,40.762245,-74.004555,40.742172,3
A117591,2010-04-22 17:11:41 UTC,-73.99651,40.723579,-73.960219,40.780568,1
A117592,2010-04-14 13:44:54 UTC,-73.968986,40.758286,-73.998328,40.740314,1
A117593,2010-04-18 12:50:13 UTC,-73.98304,40.781801,-73.979225,40.790349,1
A117594,2010-04-25 01:37:30 UTC,-73.980488,40.734387,-73.948221,40.778669,1
A117595,2010-04-16 15:12:48 UTC,-73.963821,40.768158,-73.972679,40.764724,1
A117596,2010-04-19 18:43:00 UTC,-73.780673,40.646348,-73.99465,40.750443,1
A117597,2010-04-17 02:51:51 UTC,-73.978482,40.754382,-73.94605,40.798421,2
A117598,2010-04-20 17:18:08 UTC,-74.017451,40.705139,-74.016267,40.711238,1
A117599,2010-04-14 13:48:00 UTC,-73.980337,40.763428,-73.974492,40.76059,1
A117600,2010-04-15 19:38:10 UTC,-73.885267,40.773003,-73.985495,40.769437,2
A117601,2010-04-14 20:36:39 UTC,-73.997494,40.721357,-73.985498,40.738577,1
A117602,2010-04-24 19:44:46 UTC,-73.981902,40.758547,-73.959712,40.762795,1
A117603,2010-04-24 17:42:27 UTC,-74.001133,40.729233,-74.005435,40.715395,1
A117604,2010-04-16 17:45:38 UTC,-73.976283,40.765499,-73.951691,40.772924,1
A117605,2010-04-14 17:42:19 UTC,-73.982997,40.738884,-73.988167,40.719635,1
A117606,2010-04-13 00:55:00 UTC,-73.968743,40.794727,-73.926095,40.744495,2
A117607,2010-04-24 02:46:21 UTC,-74.003242,40.723944,-73.988674,40.721506,2
A117608,2010-04-19 10:00:07 UTC,-74.001538,40.730721,-74.006481,40.744004,1
A117609,2010-04-21 02:30:57 UTC,-73.96322,40.762023,-73.877413,40.753572,1
A117610,2010-04-24 20:20:08 UTC,-73.996026,40.738372,-73.988906,40.748197,1
A117611,2010-04-14 08:12:34 UTC,-73.97259,40.791204,-73.943377,40.830958,1
A117612,2010-04-15 17:14:11 UTC,-74.003815,40.748278,-74.007503,40.740935,1
A117613,2010-04-14 11:09:49 UTC,-73.964765,40.7727,-73.960578,40.781274,1
A117614,2010-04-17 22:01:13 UTC,-73.994494,40.737454,-74.004622,40.734058,1
A117615,2010-04-15 17:56:41 UTC,-73.992406,40.730454,-74.002113,40.72279,1
A117616,2010-04-16 08:58:27 UTC,-73.962368,40.767257,-73.969711,40.760433,1
A117617,2010-04-15 23:23:45 UTC,-73.977268,40.7504,-73.954623,40.769582,1
A117618,2010-04-11 22:13:49 UTC,-73.986576,40.669334,-73.876484,40.753351,1
A117619,2010-04-20 15:13:18 UTC,-73.991333,40.75018,-73.99709,40.719877,1
A117620,2010-04-21 13:27:18 UTC,-73.978783,40.777678,-73.977612,40.760344,1
A117621,2010-04-24 02:16:16 UTC,-74.002095,40.739534,-73.911287,40.884966,1
A117622,2010-04-24 19:00:31 UTC,-73.977857,40.745646,-73.980463,40.782426,1
A117623,2010-04-16 17:30:28 UTC,-73.995987,40.724352,-73.97715,40.714113,1
A117624,2010-04-18 10:38:08 UTC,-74.006492,40.70811,-73.973928,40.759141,1
A117625,2010-04-21 07:46:26 UTC,-73.952228,40.784602,-73.946207,40.773128,2
A117626,2010-04-19 08:47:13 UTC,-73.885138,40.773021,-73.971503,40.751516,1
A117627,2010-04-12 06:01:00 UTC,-73.953602,40.78692,-73.870392,40.77356,5
A117628,2010-04-17 16:47:55 UTC,-73.952065,40.784224,-73.959614,40.759006,2
A117629,2010-04-11 13:08:19 UTC,-73.975177,40.755513,-73.970827,40.788425,3
A117630,2010-04-21 22:29:22 UTC,-74.001769,40.735308,-74.011144,40.715764,1
A117631,2010-04-13 12:58:13 UTC,-73.988486,40.749012,-73.974806,40.763786,2
A117632,2010-04-21 03:09:16 UTC,-73.967069,40.761794,-73.91342,40.745854,1
A117633,2010-04-11 18:11:43 UTC,-73.985612,40.756577,-73.98276,40.76919,1
A117634,2010-04-23 19:41:29 UTC,-73.976541,40.780586,-73.980852,40.771743,3
A117635,2010-04-20 21:18:06 UTC,-73.990778,40.736513,-73.979123,40.678411,1
A117636,2010-04-23 07:55:10 UTC,-73.976705,40.719241,-73.991791,40.735194,1
A117637,2010-04-16 17:35:27 UTC,-73.974983,40.777604,-73.965898,40.755289,2
A117638,2010-04-11 22:20:55 UTC,-74.001724,40.727375,-73.96797,40.765211,2
A117639,2010-04-18 04:10:13 UTC,-73.90946,40.775332,-73.893502,40.748851,1
A117640,2010-04-15 11:58:54 UTC,-73.972577,40.792964,-73.961323,40.811936,1
A117641,2010-04-14 20:18:39 UTC,-73.975555,40.757956,-73.980807,40.778298,1
A117642,2010-04-11 22:23:30 UTC,-74.006311,40.739756,-73.986533,40.728152,1
A117643,2010-04-23 20:19:39 UTC,-73.982225,40.767622,-73.956584,40.7467,1
A117644,2010-04-18 13:12:38 UTC,-73.961667,40.771263,-73.97559,40.760593,2
A117645,2010-04-19 09:49:59 UTC,-73.967297,40.765996,-73.972346,40.758397,1
A117646,2010-04-18 08:36:58 UTC,-73.967463,40.753069,-73.984625,40.764016,3
A117647,2010-04-21 17:26:03 UTC,-73.990224,40.769977,-74.00241,40.760925,1
A117648,2010-04-20 18:27:26 UTC,-73.98478,40.754798,-73.970261,40.74891,1
A117649,2010-04-15 11:16:44 UTC,-73.989848,40.741043,-74.007224,40.728589,2
A117650,2010-04-13 14:07:08 UTC,-73.984981,40.736215,-73.997962,40.754129,1
A117651,2010-04-15 15:05:13 UTC,-73.991137,40.696455,-73.987931,40.738062,1
A117652,2010-04-15 08:34:23 UTC,-73.979716,40.781298,-73.953341,40.775112,1
A117653,2010-04-23 14:52:07 UTC,-73.965339,40.765753,-73.978827,40.759112,1
A117654,2010-04-15 12:05:26 UTC,-74.005372,40.745916,-73.975923,40.788155,1
A117655,2010-04-17 01:12:00 UTC,-73.982512,40.769442,-73.982612,40.761785,5
A117656,2010-04-17 10:25:43 UTC,-74.000406,40.762146,-73.991382,40.75799,1
A117657,2010-04-22 19:26:19 UTC,-74.003791,40.725856,-73.993008,40.736871,1
A117658,2010-04-13 22:26:44 UTC,-73.960296,40.781687,-73.991654,40.750313,1
A117659,2010-04-24 08:58:41 UTC,-73.959825,40.76285,-73.950663,40.770955,1
A117660,2010-04-14 22:11:39 UTC,-73.992029,40.742678,-74.005268,40.741247,2
A117661,2010-04-14 10:01:57 UTC,-74.016561,40.704726,-74.013979,40.720102,1
A117662,2010-04-21 22:51:28 UTC,-73.981201,40.743717,-73.971871,40.751428,2
A117663,2010-04-24 03:19:40 UTC,-73.967969,40.760697,-73.989252,40.774455,2
A117664,2010-04-17 21:56:34 UTC,-73.979072,40.740481,-73.974825,40.750144,1
A117665,2010-04-24 06:46:27 UTC,-74.000376,40.742672,-73.998467,40.725195,1
A117666,2010-04-12 23:29:30 UTC,-73.977529,40.762019,-73.956197,40.783041,1
A117667,2010-04-17 22:44:45 UTC,-73.988772,40.756662,-73.988933,40.760205,2
A117668,2010-04-15 15:09:24 UTC,-73.946556,40.774009,-74.008227,40.749034,2
A117669,2010-04-23 19:30:18 UTC,-73.988473,40.75921,-73.982615,40.77158,1
A117670,2010-04-23 10:27:05 UTC,-73.989412,40.747718,-73.974735,40.75375,1
A117671,2010-04-24 23:21:02 UTC,-73.966354,40.804826,-73.999051,40.739693,1
A117672,2010-04-12 22:43:16 UTC,-74.006513,40.74964,-74.183212,40.68805,1
A117673,2010-04-15 10:10:00 UTC,-74.006302,40.751153,-73.990548,40.752683,1
A117674,2010-04-18 12:05:37 UTC,-74.004494,40.721309,-74.007085,40.741625,1
A117675,2010-04-17 23:02:19 UTC,-73.999471,40.728638,-74.006365,40.739203,2
A117676,2010-04-13 23:55:08 UTC,-73.995077,40.744443,-74.00757,40.740864,1
A117677,2010-04-21 22:05:15 UTC,-73.989456,40.757718,-73.949978,40.784245,1
A117678,2010-04-20 04:07:00 UTC,-73.84417,40.721265,-73.86276,40.703727,1
A117679,2010-04-13 01:07:12 UTC,-73.988933,40.741249,-73.906411,40.772527,2
A117680,2010-04-14 08:53:00 UTC,-73.990385,40.73698,-73.997147,40.722367,1
A117681,2010-04-15 10:18:55 UTC,-73.953261,40.767801,-73.989464,40.769465,1
A117682,2010-04-21 12:18:36 UTC,-73.971414,40.794449,-73.951007,40.785907,1
A117683,2010-04-14 18:25:05 UTC,-73.981218,40.764217,-73.98063,40.748396,2
A117684,2010-04-23 19:01:44 UTC,-73.984556,40.759557,-73.956531,40.769854,3
A117685,2010-04-18 05:06:36 UTC,-73.999836,40.717953,-73.95618,40.689924,1
A117686,2010-04-21 17:47:22 UTC,-73.968605,40.786407,-73.958179,40.775824,1
A117687,2010-04-23 12:43:17 UTC,-73.979857,40.751975,-73.965905,40.770989,1
A117688,2010-04-17 17:57:22 UTC,-74.006555,40.73942,-74.009541,40.733937,1
A117689,2010-04-11 23:14:51 UTC,-74.011611,40.702756,-73.999325,40.708845,1
A117690,2010-04-13 08:49:06 UTC,-73.960592,40.761563,-73.973997,40.750865,1
A117691,2010-04-15 21:30:02 UTC,-73.972992,40.74468,-73.964408,40.756201,1
A117692,2010-04-14 14:04:04 UTC,-73.97826,40.782781,-73.96766,40.787659,1
A117693,2010-04-24 21:29:28 UTC,-73.998214,40.744701,-73.983484,40.726249,1
A117694,2010-04-16 15:59:32 UTC,-73.870953,40.773812,-73.908818,40.847478,1
A117695,2010-04-18 01:22:40 UTC,-74.004071,40.707461,-74.010775,40.723619,2
A117696,2010-04-22 17:44:33 UTC,-73.992512,40.750335,-73.969992,40.79439,1
A117697,2010-04-23 19:05:34 UTC,-73.979716,40.766159,-73.999446,40.761452,2
A117698,2010-04-12 22:11:53 UTC,-73.982003,40.763742,-73.986558,40.75583,1
A117699,2010-04-13 15:39:01 UTC,-73.961969,40.767678,-73.967233,40.756448,1
A117700,2010-04-16 08:48:51 UTC,-73.944524,40.779663,-73.970258,40.752154,1
A117701,2010-04-15 10:18:06 UTC,-73.994746,40.760567,-73.987485,40.760194,1
A117702,2010-04-22 12:44:26 UTC,-73.982658,40.771527,-73.98254,40.764859,1
A117703,2010-04-16 07:43:08 UTC,-73.975236,40.741559,-73.861698,40.768342,2
A117704,2010-04-18 14:15:34 UTC,-73.984196,40.75659,-73.776306,40.645474,2
A117705,2010-04-17 15:17:07 UTC,-73.986349,40.740282,-73.964868,40.753304,2
A117706,2010-04-12 12:54:15 UTC,-74.00565,40.742013,-73.982321,40.768308,1
A117707,2010-04-23 02:06:00 UTC,-73.989772,40.728668,-73.984078,40.723962,1
A117708,2010-04-16 23:07:54 UTC,-73.973886,40.74697,-73.984936,40.739142,1
A117709,2010-04-12 02:31:37 UTC,-73.991464,40.727193,-74.001288,40.74018,1
A117710,2010-04-15 23:13:12 UTC,-73.996967,40.741988,-73.994904,40.728856,1
A117711,2010-04-13 07:33:25 UTC,-73.965414,40.772147,-73.970083,40.789834,1
A117712,2010-04-16 06:46:54 UTC,-73.977037,40.726659,-74.010491,40.701959,1
A117713,2010-04-12 16:05:51 UTC,-73.91655,40.742728,-73.881897,40.737435,2
A117714,2010-04-13 02:55:00 UTC,-73.98186,40.728245,-74.005527,40.71589,5
A117715,2010-04-12 15:02:41 UTC,-74.00519,40.748205,-74.002661,40.760606,1
A117716,2010-04-23 12:29:34 UTC,-73.995603,40.71741,-73.990656,40.745912,1
A117717,2010-04-22 20:19:56 UTC,-74.00255,40.733732,-73.997847,40.722767,1
A117718,2010-04-17 21:21:48 UTC,-73.986012,40.740394,-73.977949,40.751731,1
A117719,2010-04-22 14:16:43 UTC,-73.982358,40.775256,-73.980853,40.786653,1
A117720,2010-04-19 14:27:47 UTC,-73.982219,40.759459,-73.950843,40.772022,1
A117721,2010-04-18 02:39:36 UTC,-74.004909,40.741563,-73.975886,40.779588,2
A117722,2010-04-20 16:03:29 UTC,-73.990548,40.745743,-74.002784,40.723661,1
A117723,2010-04-22 07:48:58 UTC,-73.982187,40.762824,-73.976098,40.75578,1
A117724,2010-04-17 18:58:14 UTC,-73.984405,40.779699,-73.977812,40.786896,4
A117725,2010-04-13 14:56:42 UTC,-73.993865,40.749394,-73.981322,40.76516,1
A117726,2010-04-19 18:46:03 UTC,-73.994533,40.751591,-73.995518,40.726142,2
A117727,2010-04-20 09:02:29 UTC,-73.974812,40.761706,-73.987396,40.749663,1
A117728,2010-04-18 18:00:14 UTC,-73.971608,40.754257,-73.952009,40.76959,1
A117729,2010-04-15 12:10:26 UTC,-73.976787,40.750899,-73.978642,40.763245,2
A117730,2010-04-18 19:26:50 UTC,-73.98722,40.728421,-73.997438,40.725874,2
A117731,2010-04-14 18:44:01 UTC,-73.983657,40.727868,-73.990476,40.6877,1
A117732,2010-04-21 16:27:40 UTC,-73.978651,40.785443,-73.966712,40.79006,1
A117733,2010-04-19 07:17:19 UTC,-73.98064,40.764788,-73.97591,40.755076,1
A117734,2010-04-13 19:18:17 UTC,-73.955712,40.788087,-73.987385,40.748607,1
A117735,2010-04-15 19:42:28 UTC,-73.975783,40.7488,-73.98071,40.725804,1
A117736,2010-04-17 22:05:15 UTC,-73.987508,40.765471,-73.999697,40.72695,4
A117737,2010-04-12 23:49:00 UTC,-73.990867,40.738095,-73.9595,40.77081,1
A117738,2010-04-14 01:55:31 UTC,-73.992475,40.748492,-73.995155,40.726985,1
A117739,2010-04-17 23:26:39 UTC,-73.977992,40.729489,-73.944772,40.77991,4
A117740,2010-04-13 06:11:00 UTC,-73.776588,40.645295,-74.00611,40.720303,1
A117741,2010-04-20 23:13:42 UTC,-73.985296,40.76046,-73.97779,40.753304,1
A117742,2010-04-22 19:26:00 UTC,-73.99867,40.724902,-74.00224,40.737157,1
A117743,2010-04-17 12:39:39 UTC,-73.982051,40.748378,-73.986039,40.777022,1
A117744,2010-04-20 19:03:09 UTC,-74.007411,40.7054,-73.983734,40.721624,1
A117745,2010-04-23 18:59:17 UTC,-74.001267,40.727596,-73.986145,40.722489,1
A117746,2010-04-16 13:01:55 UTC,-73.996783,40.762756,-73.985083,40.767746,1
A117747,2010-04-23 12:20:09 UTC,-73.990679,40.740335,-73.969981,40.784704,1
A117748,2010-04-17 12:10:40 UTC,-73.9681,40.78803,-73.979463,40.780268,1
A117749,2010-04-15 07:20:43 UTC,-73.959756,40.762864,-73.953912,40.779261,1
A117750,2010-04-23 19:16:42 UTC,-73.972296,40.758105,-73.993562,40.729452,1
A117751,2010-04-20 13:51:25 UTC,-74.005215,40.719674,-73.988765,40.756529,1
A117752,2010-04-15 19:56:53 UTC,-73.972652,40.752879,-73.984039,40.721672,2
A117753,2010-04-16 04:03:20 UTC,-73.996547,40.732323,-73.968891,40.762835,2
